symbol,name,sector,weight
PRKS,UNITED PARKS + RESORTS INC,-,0.001684
PRLB,PROTO LABS INC,-,0.003038
PRSU,PURSUIT ATTRACTIONS AND HOSP,-,0.001107
PRU,PRUDENTIAL FINANCIAL INC,-,0.054252
PRVA,PRIVIA HEALTH GROUP INC,-,0.002977
PSA,PUBLIC STORAGE,-,0.070135
PSKY,PARAMOUNT SKYDANCE CL B,-,0.002998
PSMT,PRICESMART INC,-,0.005439
PSN,PARSONS CORP,-,0.003047
PSX,PHILLIPS 66,-,0.108329
PTC,PTC INC,-,0.024026
PTCT,PTC THERAPEUTICS INC,-,0.00797
PTEN,PATTERSON UTI ENERGY INC,-,0.005717
PTGX,PROTAGONIST THERAPEUTICS INC,-,0.008778
PTON,PELOTON INTERACTIVE INC A,-,0.003586
PVH,PVH CORP,-,0.006762
PWR,QUANTA SERVICES INC,-,0.149099
PYPL,PAYPAL HOLDINGS INC,-,0.05851
PZZA,PAPA JOHN S INTL INC,-,0.001685
Q,QNITY ELECTRONICS INC,-,0.048138
QCOM,QUALCOMM INC,-,0.369599
QDEL,QUIDELORTHO CORP,-,0.00134
QLYS,QUALYS INC,-,0.005277
QNST,QUINSTREET INC,-,0.00084
QRVO,QORVO INC,-,0.014509
QTWO,Q2 HOLDINGS INC,-,0.003981
R,RYDER SYSTEM INC,-,0.017133
RAL,RALLIANT CORP,-,0.01026
RAMP,LIVERAMP HOLDINGS INC,-,0.003578
RBA,RB GLOBAL INC,-,0.028059
RBC,RBC BEARINGS INC,-,0.02526
RCL,ROYAL CARIBBEAN CRUISES LTD,-,0.105823
RCUS,ARCUS BIOSCIENCES INC,-,0.001788
RDN,RADIAN GROUP INC,-,0.007647
RDNT,RADNET INC,-,0.003301
REG,REGENCY CENTERS CORP,-,0.018578
REGN,REGENERON PHARMACEUTICALS,-,0.088082
RELY,REMITLY GLOBAL INC,-,0.004823
RES,RPC INC,-,0.000781
REX,REX AMERICAN RESOURCES CORP,-,0.000761
REXR,REXFORD INDUSTRIAL REALTY IN,-,0.010411
REYN,REYNOLDS CONSUMER PRODUCTS I,-,0.001702
REZI,RESIDEO TECHNOLOGIES INC,-,0.006473
RF,REGIONS FINANCIAL CORP,-,0.033946
RGA,REINSURANCE GROUP OF AMERICA,-,0.018816
RGEN,REPLIGEN CORP,-,0.008656
RGLD,ROYAL GOLD INC,-,0.025279
RH,RH,-,0.003472
RHI,ROBERT HALF INC,-,0.005161
RHP,RYMAN HOSPITALITY PROPERTIES,-,0.010113
RITM,RITHM CAPITAL CORP,-,4.8e-05
RJF,RAYMOND JAMES FINANCIAL INC,-,0.040505
RL,RALPH LAUREN CORP,-,0.021591
RLI,RLI CORP,-,0.006151
RMBS,RAMBUS INC,-,0.028593
RMD,RESMED INC,-,0.041204
RNG,RINGCENTRAL INC CLASS A,-,0.004795
RNR,RENAISSANCERE HOLDINGS LTD,-,0.020457
RNST,RENASANT CORP,-,0.00354
ROCK,GIBRALTAR INDUSTRIES INC,-,0.001772
ROG,ROGERS CORP,-,0.003547
ROIV,ROIVANT SCIENCES LTD,-,0.014953
ROK,ROCKWELL AUTOMATION INC,-,0.070678
ROL,ROLLINS INC,-,0.019041
ROP,ROPER TECHNOLOGIES INC,-,0.050483
ROST,ROSS STORES INC,-,0.104618
RPM,RPM INTERNATIONAL INC,-,0.019914
RRC,RANGE RESOURCES CORP,-,0.015416
RRR,RED ROCK RESORTS INC CLASS A,-,0.003898
RRX,REGAL REXNORD CORP,-,0.021328
RS,RELIANCE INC,-,0.032784
RSG,REPUBLIC SERVICES INC,-,0.058884
RTX,RTX CORP,-,0.339718
RUN,SUNRUN INC,-,0.004633
RUSHA,RUSH ENTERPRISES INC CL A,-,0.005867
RVTY,REVVITY INC,-,0.018846
RWT,REDWOOD TRUST INC,-,0.000913
RXO,RXO INC,-,0.004149
RYAN,RYAN SPECIALTY HOLDINGS INC,-,0.004735
RYN,RAYONIER INC,-,0.008655
SABR,SABRE CORP,-,0.000826
SAFE,SAFEHOLD INC,-,0.000758
SAFT,SAFETY INSURANCE GROUP INC,-,0.001622
SAH,SONIC AUTOMOTIVE INC CLASS A,-,0.002675
SAIA,SAIA INC,-,0.018846
SAIC,SCIENCE APPLICATIONS INTE,-,0.00934
SAM,BOSTON BEER COMPANY INC A,-,0.002577
SANM,SANMINA CORP,-,0.026918
SARO,STANDARDAERO INC,-,0.005214
SATS,ECHOSTAR CORP A,-,0.016987
SBAC,SBA COMMUNICATIONS CORP,-,0.032663
SBCF,SEACOAST BANKING CORP/FL,-,0.002221
SBH,SALLY BEAUTY HOLDINGS INC,-,0.002196
SBRA,SABRA HEALTH CARE REIT INC,-,0.005605
SBSI,SOUTHSIDE BANCSHARES INC,-,0.001561
SBUX,STARBUCKS CORP,-,0.1519
SCHL,SCHOLASTIC CORP,-,0.002045
SCHW,SCHWAB (CHARLES) CORP,-,0.207087
SCI,SERVICE CORP INTERNATIONAL,-,0.014936
SCL,STEPAN CO,-,0.001288
SCSC,SCANSOURCE INC,-,0.002148
SDGR,SCHRODINGER INC,-,0.001275
SEDG,SOLAREDGE TECHNOLOGIES INC,-,0.005614
SEIC,SEI INVESTMENTS COMPANY,-,0.012766
SEM,SELECT MEDICAL HOLDINGS CORP,-,0.002577
SEZL,SEZZLE INC,-,0.002902
SF,STIFEL FINANCIAL CORP,-,0.016236
SFBS,SERVISFIRST BANCSHARES INC,-,0.00531
SFM,SPROUTS FARMERS MARKET INC,-,0.010677
SFNC,SIMMONS FIRST NATL CORP CL A,-,0.003671
SGI,SOMNIGROUP INTERNATIONAL INC,-,0.019045
SHAK,SHAKE SHACK INC   CLASS A,-,0.002788
SHC,SOTERA HEALTH CO,-,0.002445
SHEN,SHENANDOAH TELECOMMUNICATION,-,0.001128
SHO,SUNSTONE HOTEL INVESTORS INC,-,0.003533
SHOO,STEVEN MADDEN LTD,-,0.005001
SHW,SHERWIN WILLIAMS CO/THE,-,0.098014
SIG,SIGNET JEWELERS LTD,-,0.006398
SIGI,SELECTIVE INSURANCE GROUP,-,0.007015
SITM,SITIME CORP,-,0.015182
SJM,JM SMUCKER CO/THE,-,0.015532
SKT,TANGER INC,-,0.005516
SKY,CHAMPION HOMES INC,-,0.007122
SKYW,SKYWEST INC,-,0.005992
SLAB,SILICON LABORATORIES INC,-,0.010089
SLB,SLB LTD,-,0.119825
SLG,SL GREEN REALTY CORP,-,0.004795
SLGN,SILGAN HOLDINGS INC,-,0.004261
SLM,SLM CORP,-,0.007241
SLVM,SYLVAMO CORP,-,0.001896
SM,SM ENERGY CO,-,0.011937
SMCI,SUPER MICRO COMPUTER INC,-,0.03171
SMG,SCOTTS MIRACLE GRO CO,-,0.003469
SMP,STANDARD MOTOR PRODS,-,0.000898
SMPL,SIMPLY GOOD FOODS CO/THE,-,0.00146
SMTC,SEMTECH CORP,-,0.016529
SN,SHARKNINJA INC,-,0.012362
SNA,SNAP ON INC,-,0.029898
SNDK,SANDISK CORP,-,0.36961
SNDR,SCHNEIDER NATIONAL INC CL B,-,0.002031
SNEX,STONEX GROUP INC,-,0.009594
SNPS,SYNOPSYS INC,-,0.129747
SNX,TD SYNNEX CORP,-,0.031122
SO,SOUTHERN CO/THE,-,0.145193
SOLS,SOLSTICE ADV MATERIALS INC,-,0.018786
SOLV,SOLVENTUM CORP,-,0.016753
SON,SONOCO PRODUCTS CO,-,0.007071
SONO,SONOS INC,-,0.003005
SPG,SIMON PROPERTY GROUP INC,-,0.089015
SPGI,S+P GLOBAL INC,-,0.180352
SPHR,SPHERE ENTERTAINMENT CO,-,4.2e-05
SPNT,SIRIUSPOINT LTD,-,0.002647
SPSC,SPS COMMERCE INC,-,0.002758
SPXC,SPX TECHNOLOGIES INC,-,0.015628
SR,SPIRE INC,-,0.00625
SRE,SEMPRA,-,0.08336
SRPT,SAREPTA THERAPEUTICS INC,-,0.002264
SSB,SOUTHSTATE BANK CORP,-,0.013367
SSD,SIMPSON MANUFACTURING CO INC,-,0.011534
SSTK,SHUTTERSTOCK INC,-,0.000424
ST,SENSATA TECHNOLOGIES HOLDING,-,0.01162
STAA,STAAR SURGICAL CO,-,0.001973
STAG,STAG INDUSTRIAL INC,-,0.0097
STBA,S + T BANCORP INC,-,0.002586
STC,STEWART INFORMATION SERVICES,-,0.002112
STE,STERIS PLC,-,0.030483
STEL,STELLAR BANCORP INC,-,0.001513
STEP,STEPSTONE GROUP INC CLASS A,-,0.003586
STLD,STEEL DYNAMICS INC,-,0.050461
STRA,STRATEGIC EDUCATION INC,-,0.002982
STRL,STERLING INFRASTRUCTURE INC,-,0.044018
STT,STATE STREET CORP,-,0.066014
STWD,STARWOOD PROPERTY TRUST INC,-,0.007795
STX,SEAGATE TECHNOLOGY HOLDINGS,-,0.269681
STZ,CONSTELLATION BRANDS INC A,-,0.025798
SUPN,SUPERNUS PHARMACEUTICALS INC,-,0.00353
SW,SMURFIT WESTROCK PLC,-,0.030204
SWK,STANLEY BLACK + DECKER INC,-,0.018019
SWKS,SKYWORKS SOLUTIONS INC,-,0.019066
SWX,SOUTHWEST GAS HOLDINGS INC,-,0.006767
SXI,STANDEX INTERNATIONAL CORP,-,0.006586
SXT,SENSIENT TECHNOLOGIES CORP,-,0.007173
SYF,SYNCHRONY FINANCIAL,-,0.036656
SYK,STRYKER CORP,-,0.148184
SYNA,SYNAPTICS INC,-,0.007716
SYY,SYSCO CORP,-,0.048633
T,AT+T INC,-,0.22451
TALO,TALOS ENERGY INC,-,0.000948
TAP,MOLSON COORS BEVERAGE CO   B,-,0.010533
TBBK,BANCORP INC/THE,-,0.004025
TCBI,TEXAS CAPITAL BANCSHARES INC,-,0.00735
TDC,TERADATA CORP,-,0.005336
TDG,TRANSDIGM GROUP INC,-,0.100267
TDS,TELEPHONE AND DATA SYSTEMS,-,0.006009
TDW,TIDEWATER INC,-,0.005155
TDY,TELEDYNE TECHNOLOGIES INC,-,0.041173
TECH,BIO TECHNE CORP,-,0.012207
TEL,TE CONNECTIVITY PLC,-,0.0926
TER,TERADYNE INC,-,0.090836
TEX,TEREX CORP,-,0.006678
TFC,TRUIST FINANCIAL CORP,-,0.088081
TFIN,TRIUMPH FINANCIAL INC,-,0.001985
TFX,TELEFLEX INC,-,0.008823
TGT,TARGET CORP,-,0.082401
TGTX,TG THERAPEUTICS INC,-,0.005129
THC,TENET HEALTHCARE CORP,-,0.018604
THG,HANOVER INSURANCE GROUP INC/,-,0.009572
THO,THOR INDUSTRIES INC,-,0.0059
THRM,GENTHERM INC,-,0.001759
TILE,INTERFACE INC,-,0.002846
TJX,TJX COMPANIES INC,-,0.248922
TKO,TKO GROUP HOLDINGS INC,-,0.014555
TKR,TIMKEN CO,-,0.013092
TLN,TALEN ENERGY CORP,-,0.024648
TMDX,TRANSMEDICS GROUP INC,-,0.003401
TMHC,TAYLOR MORRISON HOME CORP,-,0.011057
TMO,THERMO FISHER SCIENTIFIC INC,-,0.257225
TMP,TOMPKINS FINANCIAL CORP,-,0.001639
TMUS,T MOBILE US INC,-,0.117231
TNC,TENNANT CO,-,0.002055
TNDM,TANDEM DIABETES CARE INC,-,0.001743
TNL,TRAVEL   LEISURE CO,-,0.008782
TOL,TOLL BROTHERS INC,-,0.01746
TPL,TEXAS PACIFIC LAND CORP,-,0.032305
TPR,TAPESTRY INC,-,0.038132
TR,TOOTSIE ROLL INDS,-,0.001086
TREX,TREX COMPANY INC,-,0.006708
TRGP,TARGA RESOURCES CORP,-,0.081102
TRIP,TRIPADVISOR INC,-,0.00175
TRMB,TRIMBLE INC,-,0.020372
TRMK,TRUSTMARK CORP,-,0.004176
TRN,TRINITY INDUSTRIES INC,-,0.003908
TRNO,TERRENO REALTY CORP,-,0.009304
TROW,T ROWE PRICE GROUP INC,-,0.034853
TRST,TRUSTCO BANK CORP NY,-,0.00141
TRU,TRANSUNION,-,0.019627
TRUP,TRUPANION INC,-,0.00096
TRV,TRAVELERS COS INC/THE,-,0.090979
TSCO,TRACTOR SUPPLY COMPANY,-,0.023082
TSLA,TESLA INC,-,1.670651
TSN,TYSON FOODS INC CL A,-,0.024069
TT,TRANE TECHNOLOGIES PLC,-,0.146722
TTC,TORO CO,-,0.013744
TTD,TRADE DESK INC/THE  CLASS A,-,0.013531
TTEK,TETRA TECH INC,-,0.011279
TTMI,TTM TECHNOLOGIES,-,0.027715
TTWO,TAKE TWO INTERACTIVE SOFTWRE,-,0.050507
TWLO,TWILIO INC   A,-,0.051925
TWO,TWO HARBORS INVESTMENT CORP,-,0.001389
TXN,TEXAS INSTRUMENTS INC,-,0.391918
TXNM,TXNM ENERGY INC,-,0.007243
TXRH,TEXAS ROADHOUSE INC,-,0.015369
TXT,TEXTRON INC,-,0.02019
TYL,TYLER TECHNOLOGIES INC,-,0.018467
UA,UNDER ARMOUR INC CLASS C,-,0.001491
UAA,UNDER ARMOUR INC CLASS A,-,0.0016
UAL,UNITED AIRLINES HOLDINGS INC,-,0.046841
UBER,UBER TECHNOLOGIES INC,-,0.208911
UBSI,UNITED BANKSHARES INC,-,0.007439
UCB,UNITED COMMUNITY BANKS/GA,-,0.004174
UCTT,ULTRA CLEAN HOLDINGS INC,-,0.005327
UDR,UDR INC,-,0.016912
UE,URBAN EDGE PROPERTIES,-,0.003816
UFCS,UNITED FIRE GROUP INC,-,0.001088
UFPI,UFP INDUSTRIES INC,-,0.007172
UFPT,UFP TECHNOLOGIES INC,-,0.004484
UGI,UGI CORP,-,0.010382
UHS,UNIVERSAL HEALTH SERVICES B,-,0.011478
UHT,UNIVERSAL HEALTH RLTY INCOME,-,0.00063
ULS,UL SOLUTIONS INC   CLASS A,-,0.01064
ULTA,ULTA BEAUTY INC,-,0.027864
UMBF,UMB FINANCIAL CORP,-,0.007438
UNF,UNIFIRST CORP/MA,-,0.00598
UNFI,UNITED NATURAL FOODS INC,-,0.00431
UNH,UNITEDHEALTH GROUP INC,-,0.508882
UNIT,UNITI GROUP INC,-,0.002108
UNM,UNUM GROUP,-,0.022225
UNP,UNION PACIFIC CORP,-,0.220421
UPBD,UPBOUND GROUP INC,-,0.001087
UPS,UNITED PARCEL SERVICE CL B,-,0.115867
UPWK,UPWORK INC,-,0.001657
URBN,URBAN OUTFITTERS INC,-,0.006937
URI,UNITED RENTALS INC,-,0.099175
USB,US BANCORP,-,0.125376
USFD,US FOODS HOLDING CORP,-,0.025138
USPH,U.S. PHYSICAL THERAPY INC,-,0.001284
UTHR,UNITED THERAPEUTICS CORP,-,0.035612
UTI,UNIVERSAL TECHNICAL INSTITUT,-,0.003221
UTL,UNITIL CORP,-,0.001075
UVV,UNIVERSAL CORP/VA,-,0.001494
V,VISA INC CLASS A SHARES,-,0.766514
VAC,MARRIOTT VACATIONS WORLD,-,0.004488
VAL,VALARIS LTD,-,0.00819
VC,VISTEON CORP,-,0.005114
VCEL,VERICEL CORP,-,0.002444
VCTR,VICTORY CAPITAL HOLDING   A,-,0.00598
VCYT,VERACYTE INC,-,0.005611
VECO,VEECO INSTRUMENTS INC,-,0.004709
VEEV,VEEVA SYSTEMS INC CLASS A,-,0.038262
VFC,VF CORP,-,0.0077
VGNT,VERSIGENT PLC,-,0.005207
VIAV,VIAVI SOLUTIONS INC,-,0.017782
VICI,VICI PROPERTIES INC,-,0.040412
VICR,VICOR CORP,-,0.008828
VIR,VIR BIOTECHNOLOGY INC,-,0.00102
VIRT,VIRTU FINANCIAL INC CLASS A,-,0.003018
VITL,VITAL FARMS INC,-,0.000518
VLO,VALERO ENERGY CORP,-,0.115894
VLTO,VERALTO CORP,-,0.027342
VLY,VALLEY NATIONAL BANCORP,-,0.008122
VMC,VULCAN MATERIALS CO,-,0.05313
VMI,VALMONT INDUSTRIES,-,0.01253
VNO,VORNADO REALTY TRUST,-,0.008229
VNOM,VIPER ENERGY INC CL A,-,0.004792
VNT,VONTIER CORP,-,0.00594
VOYA,VOYA FINANCIAL INC,-,0.013085
VRRM,VERRA MOBILITY CORP,-,0.0009
VRSK,VERISK ANALYTICS INC,-,0.037248
VRSN,VERISIGN INC,-,0.032329
VRT,VERTIV HOLDINGS CO A,-,0.176151
VRTS,VIRTUS INVESTMENT PARTNERS,-,0.003105
VRTX,VERTEX PHARMACEUTICALS INC,-,0.161366
VSAT,VIASAT INC,-,0.006887
VSEC,VSE CORP,-,5.4e-05
VSH,VISHAY INTERTECHNOLOGY INC,-,0.012272
VSNT,VERSANT MEDIA GROUP INC,-,0.005861
VST,VISTRA CORP,-,0.06987
VSTS,VESTIS CORP,-,0.002494
VSXY,VICTORIA S SECRET + CO,-,0.008254
VTOL,BRISTOW GROUP INC,-,0.001679
VTR,VENTAS INC,-,0.053398
VTRS,VIATRIS INC,-,0.027643
VVV,VALVOLINE INC,-,0.007009
VYX,NCR VOYIX CORP,-,0.001378
VZ,VERIZON COMMUNICATIONS INC,-,0.267326
WAB,WABTEC CORP,-,0.060609
WABC,WESTAMERICA BANCORPORATION,-,0.001899
WAFD,WAFD INC,-,0.003949
WAL,WESTERN ALLIANCE BANCORP,-,0.011447
WAT,WATERS CORP,-,0.053436
WAY,WAYSTAR HOLDING CORP,-,0.003319
WBD,WARNER BROS DISCOVERY INC,-,0.095076
WBS,WEBSTER FINANCIAL CORP,-,0.019179
WCC,WESCO INTERNATIONAL INC,-,0.024046
WD,WALKER + DUNLOP INC,-,0.002224
WDAY,WORKDAY INC CLASS A,-,0.045275
WDC,WESTERN DIGITAL CORP,-,0.261864
WDFC,WD 40 CO,-,0.004238
WEC,WEC ENERGY GROUP INC,-,0.050679
WELL,WELLTOWER INC,-,0.19191
WEN,WENDY S CO/THE,-,0.001731
WERN,WERNER ENTERPRISES INC,-,0.003506
WEX,WEX INC,-,0.009256
WFC,WELLS FARGO + CO,-,0.356015
WFRD,WEATHERFORD INTERNATIONAL PL,-,0.010955
WGO,WINNEBAGO INDUSTRIES,-,0.001333
WH,WYNDHAM HOTELS + RESORTS INC,-,0.009501
WHD,CACTUS INC   A,-,0.005585
WHR,WHIRLPOOL CORP,-,0.003229
WINA,WINMARK CORP,-,0.001558
WING,WINGSTOP INC,-,0.006347
WKC,WORLD KINECT CORP,-,0.002691
WLK,WESTLAKE CORP,-,0.004157
WLY,WILEY (JOHN) + SONS CLASS A,-,0.002847
WM,WASTE MANAGEMENT INC,-,0.116401
WMB,WILLIAMS COS INC,-,0.127244
WMG,WARNER MUSIC GROUP CORP CL A,-,0.006164
WMS,ADVANCED DRAINAGE SYSTEMS IN,-,0.012455
WMT,WALMART INC,-,0.733615
WOR,WORTHINGTON ENTERPRISES INC,-,0.002903
WPC,WP CAREY INC,-,0.023028
WRB,WR BERKLEY CORP,-,0.0304
WRLD,WORLD ACCEPTANCE CORP,-,0.003043
WS,WORTHINGTON STEEL INC,-,0.002154
WSC,WILLSCOT HOLDINGS CORP,-,0.007018
WSFS,WSFS FINANCIAL CORP,-,0.005436
WSM,WILLIAMS SONOMA INC,-,0.038652
WSO,WATSCO INC,-,0.017212
WSR,WHITESTONE REIT,-,0.001187
WST,WEST PHARMACEUTICAL SERVICES,-,0.034115
WT,WISDOMTREE INC,-,0.00326
WTFC,WINTRUST FINANCIAL CORP,-,0.012429
WTRG,ESSENTIAL UTILITIES INC,-,0.012239
WTS,WATTS WATER TECHNOLOGIES A,-,0.013209
WTW,WILLIS TOWERS WATSON PLC,-,0.03427
WU,WESTERN UNION CO,-,0.004457
WWD,WOODWARD INC,-,0.030553
WWW,WOLVERINE WORLD WIDE INC,-,0.001847
WY,WEYERHAEUSER CO,-,0.026288
WYNN,WYNN RESORTS LTD,-,0.014827
XEL,XCEL ENERGY INC,-,0.06274
XHR,XENIA HOTELS + RESORTS INC,-,0.003058
XNCR,XENCOR INC,-,0.001031
XOM,EXXON MOBIL CORP,-,0.899904
XPEL,XPEL INC,-,0.000808
XPO,XPO INC,-,0.037242
XRAY,DENTSPLY SIRONA INC,-,0.003111
XYL,XYLEM INC,-,0.038569
XYZ,BLOCK INC,-,0.056496
YELP,YELP INC,-,0.002017
YETI,YETI HOLDINGS INC,-,0.005466
YOU,CLEAR SECURE INC  CLASS A,-,0.004473
YUM,YUM  BRANDS INC,-,0.059743
ZBH,ZIMMER BIOMET HOLDINGS INC,-,0.025926
ZBRA,ZEBRA TECHNOLOGIES CORP CL A,-,0.018713
ZD,ZIFF DAVIS INC,-,0.002907
ZION,ZIONS BANCORP NA,-,0.014552
ZTS,ZOETIS INC,-,0.046185
ZWS,ZURN ELKAY WATER SOLUTIONS C,-,0.007566
